AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
Dactylis glomerata	3084170	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084170	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084170	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.97	mm2 mg-1
Dactylis glomerata	3084170	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.244	g/g
Dactylis glomerata	3084171	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084171	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084171	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	21.06	mm2 mg-1
Dactylis glomerata	3084171	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.283	g/g
Dactylis glomerata	3084172	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084172	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084172	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	16.14	mm2 mg-1
Dactylis glomerata	3084172	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.28	g/g
Dactylis glomerata	3084206	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084206	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084206	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.76	mm2 mg-1
Dactylis glomerata	3084206	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.318	g/g
Dactylis glomerata	3084207	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084207	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084207	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.72	mm2 mg-1
Dactylis glomerata	3084207	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.29	g/g
Dactylis glomerata	3084208	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084208	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084208	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	29.93	mm2 mg-1
Dactylis glomerata	3084209	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084209	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084209	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.23	mm2 mg-1
Dactylis glomerata	3084210	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084210	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084210	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	20.66	mm2 mg-1
Dactylis glomerata	3084210	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.413	g/g
Dactylis glomerata	3084309	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084309	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084309	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	30.04	mm2 mg-1
Dactylis glomerata	3084309	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.239	g/g
Trifolium pratense	3084347	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3084347	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3084347	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.84	mm2 mg-1
Trifolium pratense	3084347	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.258	g/g
Dactylis glomerata	3084351	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084351	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084351	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.1	mm2 mg-1
Dactylis glomerata	3084351	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.35	g/g
Dactylis glomerata	3084499	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084499	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084499	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	32.19	mm2 mg-1
Dactylis glomerata	3084499	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.221	g/g
Dactylis glomerata	3084500	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084500	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084500	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	23.9	mm2 mg-1
Dactylis glomerata	3084500	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.304	g/g
Dactylis glomerata	3084501	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084501	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084501	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	33.98	mm2 mg-1
Dactylis glomerata	3084501	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.223	g/g
Dactylis glomerata	3084547	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084547	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084547	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.57	mm2 mg-1
Dactylis glomerata	3084547	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.263	g/g
Dactylis glomerata	3084548	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084548	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084548	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	20.94	mm2 mg-1
Dactylis glomerata	3084548	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.272	g/g
Dactylis glomerata	3084549	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084549	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084549	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.79	mm2 mg-1
Dactylis glomerata	3084549	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.247	g/g
Dactylis glomerata	3084550	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084550	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084550	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.27	mm2 mg-1
Dactylis glomerata	3084550	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.233	g/g
Dactylis glomerata	3084551	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084551	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084551	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.44	mm2 mg-1
Dactylis glomerata	3084551	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.245	g/g
Dactylis glomerata	3084596	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084596	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084596	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	37.07	mm2 mg-1
Dactylis glomerata	3084596	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.231	g/g
Dactylis glomerata	3084640	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3084640	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3084640	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	29.63	mm2 mg-1
Dactylis glomerata	3084640	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.257	g/g
Achillea millefolium	3084834	42	Plant growth form	Plant growth form	H	
Achillea millefolium	3084834	42	Plant growth form	Plant growth form (genera)	H	
Achillea millefolium	3084834	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	21.14	mm2 mg-1
Achillea millefolium	3084834	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.198	g/g
Dactylis glomerata	3088330	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3088330	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3088331	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3088331	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3088446	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3088446	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3088447	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3088447	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089188	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089188	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089188	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	23.029022556	mm2 mg-1
Dactylis glomerata	3089188	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.33375156838	g/g
Dactylis glomerata	3089189	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089189	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089189	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	22.959802632	mm2 mg-1
Dactylis glomerata	3089189	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.31865828092	g/g
Dactylis glomerata	3089190	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089190	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089190	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.342212389	mm2 mg-1
Dactylis glomerata	3089190	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.2797029703	g/g
Dactylis glomerata	3089191	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089191	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089191	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.818068182	mm2 mg-1
Dactylis glomerata	3089191	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.30733410943	g/g
Dactylis glomerata	3089192	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089192	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089192	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	33.214226328	mm2 mg-1
Dactylis glomerata	3089192	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.21736947791	g/g
Dactylis glomerata	3089193	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089193	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089193	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.082111801	mm2 mg-1
Dactylis glomerata	3089193	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.27710843373	g/g
Dactylis glomerata	3089194	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089194	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089194	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	29.711832061	mm2 mg-1
Dactylis glomerata	3089194	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.28982300885	g/g
Dactylis glomerata	3089195	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089195	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089195	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	23.278481562	mm2 mg-1
Dactylis glomerata	3089195	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.31553730322	g/g
Dactylis glomerata	3089196	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089196	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089196	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	23.555849673	mm2 mg-1
Dactylis glomerata	3089196	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.29766536965	g/g
Dactylis glomerata	3089197	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089197	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089197	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	33.849913793	mm2 mg-1
Dactylis glomerata	3089197	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.23387096774	g/g
Trifolium pratense	3089278	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089278	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089278	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	19.441724138	mm2 mg-1
Trifolium pratense	3089278	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.27553444181	g/g
Trifolium pratense	3089279	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089279	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089279	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	25.404914676	mm2 mg-1
Trifolium pratense	3089280	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089280	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089280	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.622340426	mm2 mg-1
Trifolium pratense	3089280	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.27755905512	g/g
Trifolium pratense	3089281	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089281	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089281	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	30.505952381	mm2 mg-1
Trifolium pratense	3089281	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22580645161	g/g
Trifolium pratense	3089282	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089282	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089282	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.147928571	mm2 mg-1
Trifolium pratense	3089282	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.25089605735	g/g
Trifolium pratense	3089283	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089283	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089283	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.294813084	mm2 mg-1
Trifolium pratense	3089283	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.25325443787	g/g
Trifolium pratense	3089284	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089284	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089284	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.462159091	mm2 mg-1
Trifolium pratense	3089284	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.24309392265	g/g
Trifolium pratense	3089285	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089285	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089285	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.813556485	mm2 mg-1
Trifolium pratense	3089285	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.23804780876	g/g
Trifolium pratense	3089286	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089286	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089286	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.330346535	mm2 mg-1
Trifolium pratense	3089286	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22222222222	g/g
Trifolium pratense	3089287	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089287	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089287	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	27.066502242	mm2 mg-1
Trifolium pratense	3089287	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.26835138387	g/g
Dactylis glomerata	3089338	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089338	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089338	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	45.42619403	mm2 mg-1
Dactylis glomerata	3089338	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22458100559	g/g
Dactylis glomerata	3089339	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089339	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089339	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	26.87147541	mm2 mg-1
Dactylis glomerata	3089339	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.2312065698	g/g
Dactylis glomerata	3089340	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089340	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089340	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.858731343	mm2 mg-1
Dactylis glomerata	3089340	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.24422843256	g/g
Dactylis glomerata	3089341	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089341	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089341	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	35.750936902	mm2 mg-1
Dactylis glomerata	3089341	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.21665285833	g/g
Dactylis glomerata	3089342	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089342	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089342	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	30.327350649	mm2 mg-1
Dactylis glomerata	3089342	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.24569240587	g/g
Dactylis glomerata	3089343	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089343	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089343	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	32.723882149	mm2 mg-1
Dactylis glomerata	3089343	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22048146733	g/g
Dactylis glomerata	3089344	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089344	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089344	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	33.961932515	mm2 mg-1
Dactylis glomerata	3089344	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.25750394945	g/g
Dactylis glomerata	3089345	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089345	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089345	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	31.643260394	mm2 mg-1
Dactylis glomerata	3089345	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.23280692817	g/g
Dactylis glomerata	3089346	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089346	42	Plant growth form	Plant growth form (genera)	H	
Dactylis glomerata	3089346	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	38.920647059	mm2 mg-1
Dactylis glomerata	3089346	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22911051213	g/g
Dactylis glomerata	3089347	42	Plant growth form	Plant growth form	H	
Dactylis glomerata	3089347	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089398	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089398	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089398	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	28.098058036	mm2 mg-1
Trifolium pratense	3089398	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.20944366526	g/g
Trifolium pratense	3089399	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089399	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089399	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	29.954814815	mm2 mg-1
Trifolium pratense	3089399	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.22784810127	g/g
Trifolium pratense	3089400	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089400	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089400	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf water content per leaf water-saturated mass (LWC, 1-LDMC)	0.23440453686	g/g
Trifolium pratense	3089401	42	Plant growth form	Plant growth form	H	
Trifolium pratense	3089401	42	Plant growth form	Plant growth form (genera)	H	
Trifolium pratense	3089401	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	32.723050847	mm2 mg-1
